ID;Revier (Nummer);Stamm-Standortformengruppe;Feinbodenform (Kürzel);Feinbodenform;Bodenform nach Bodenkundlicher Kartieranleitung KA5 (2005) (Kürzel);Bodenform nach Bodenkundlicher Kartieranleitung KA5 (2005);Art der Feinbodenform;natürliche Grund-/ Stauwasserstufe;Feinheiten der Körnung im Oberboden;Feinheiten der Körnung im übrigen Profil;Kalktiefe [m];Mächtigkeit der organischen Auflage [cm];Mächtigkeit des Ah-Horizontes [cm];Flächengröße [ha]
3378;001013;OM3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,465186
3379;001013;Z1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,72070042
3512;002022;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,6063449
3513;002022;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,73760339
3515;002022;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,46122903
3417;001015;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,77650003
2361;004042;Z2;BäS6;Bärenthorener Sand-Braunerde;rgBB: s;Reliktisch vergleyte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;0,21371878
2238;004045;Z2;BäS6;Bärenthorener Sand-Braunerde;rgBB: s;Reliktisch vergleyte Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;6,82730628
2297;003038;Z2;GmS;Grubenmühler Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,65066525
2299;003038;Z1;MuSB5;Mullberger Sand-Braundgley;g.rGG-BB: s;Vergleyte reliktische Gley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;1,68228418
3858;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,24501066
3859;002023;OK3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,2403351
3860;002023;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,80417628
3861;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,52742144
4075;002025;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;10,86721636
4077;002025;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,51121854
4080;002025;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,65440759
4324;004043;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,36173376
4325;004042;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,09732967
4326;004043;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,00066405
4327;004043;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,00407914
4328;004043;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,00366573
4330;004042;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,44965379
4102;002024;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,00310046
4103;002024;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,2451676
3738;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,20349806
3935;002025;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;6,48671736
3936;002025;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,14665024
3938;002025;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,34056188
4416;003039;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,47421867
4417;003039;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,50071414
4418;003039;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,46175178
4419;003039;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;4,83711135
4261;002025;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,86874248
4195;004047;M2;LwS/l;Lienewitzer Sand-Braunerde, tief lehmunterlagert;BB: s///l;Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;8,60116438
4197;004047;M2;LwS/l;Lienewitzer Sand-Braunerde, tief lehmunterlagert;BB: s///l;Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,51102279
4446;004047;M2;LwS/l;Lienewitzer Sand-Braunerde, tief lehmunterlagert;BB: s///l;Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,01821578
4104;002024;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,50864421
4106;001016;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,02471193
4107;001016;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;27,04359929
4108;001016;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;8,24199065
4214;004045;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,92166525
3939;002025;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,52443264
3941;002025;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,71988525
3601;002021;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;4,43385263
3602;002021;OK3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,7226478
4263;003038;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,02865188
4265;003038;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,05498133
4266;003038;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,5011389
4268;003038;Z2;GmS/l;Grubenmühler Sand-Braunerde, tief lehmunterlagert;BB: s///l;Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,95552421
4269;003038;Z2;GmS/l;Grubenmühler Sand-Braunerde, tief lehmunterlagert;BB: s///l;Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,37314517
4059;002024;K3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,25353047
4447;004047;M2;LwS/L;Lienewitzer Sand-Braunerde, lehmunterlagert;BB: s//l;Braunerde aus Sand über tiefem Lehm;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;2,17223611
4449;004047;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,42679741
4450;004047;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,2273349
4452;004045;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,1478569
4215;004045;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,3085422
4216;004045;A2;MüS;Mützlitzer Sand-Saumpodsol;PP-RQ: s;Podsol-Regosol aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,59646883
4217;004047;M2;LwS/l;Lienewitzer Sand-Braunerde, tief lehmunterlagert;BB: s///l;Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;0,72577124
4335;004043;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;5,4127821
3604;002021;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;11,19227679
3605;002021;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,87168513
3740;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,28288607
3741;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,36150429
3743;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,12160365
4060;002024;M3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,1781466
4061;002024;K3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,66276022
4063;002025;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,13606059
4170;004041;A2;MüS;Mützlitzer Sand-Saumpodsol;PP-RQ: s;Podsol-Regosol aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,53462079
4296;004045;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;23,38719116
4297;004044;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;4,5042115
4298;004044;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,2233281
4299;004041;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,00651482
4472;002022;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;8,2999395
4473;002022;Z1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,35895519
4332;004042;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,51742682
4333;001014;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,51040527
3745;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,29664904
3747;002021;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,39359241
3839;002023;OM4;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,10120088
3840;002023;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,09546773
3842;002023;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,02460271
4171;004044;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,25368094
4173;004044;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,66629977
4174;004045;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,81274531
4175;004045;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,42729457
4176;004045;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,54383716
4177;004045;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,99591046
4178;004044;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,02125605
4300;004041;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,0413015
4082;002025;M3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,97614617
4083;002025;M3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,76669706
4084;002025;ÜR2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,13811422
4334;004043;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,51353662
4337;001014;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;4,0258681
4338;004047;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,37022662
4340;004047;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,08596877
4341;001016;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,29127965
4342;001016;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,11458377
4343;001016;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,09470083
3844;002023;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,8847904
3942;002025;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,15025384
3944;002025;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;4,10545133
4421;004046;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;382,90486382
4422;001016;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,00284757
4085;002025;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;9,23748531
4199;004047;Z2;sTeS/L;Teschendorfer Sand-Rumpfrosterde, übersandet, lehmunterlagert;RQ\eBB: s//l;Flacher Regosol über erodierter Braunerde aus Sand über tiefem Lehm (7-12 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;1,30526259
4200;004047;Z2;sTeS/L;Teschendorfer Sand-Rumpfrosterde, übersandet, lehmunterlagert;RQ\eBB: s//l;Flacher Regosol über erodierter Braunerde aus Sand über tiefem Lehm (7-12 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;1,20468948
4110;001016;M2;FtS/l;Finowtaler Sand-Braunerde, lehmunterlagert;BB: s///l;Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;10,05237553
4111;001016;M2;FtS/l;Finowtaler Sand-Braunerde, lehmunterlagert;BB: s///l;Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;6,55871714
3946;002025;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,39867826
3948;002025;OZ3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,32939684
3950;002025;K1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,15393985
3607;002021;Z2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;8,29286012
4424;001016;M2;FtS/l;Finowtaler Sand-Braunerde, lehmunterlagert;BB: s///l;Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;15,48417271
4270;003038;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,0703449
4271;003038;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,59504408
4272;003038;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,00637706
4202;004047;Z2;sTeS/L;Teschendorfer Sand-Rumpfrosterde, übersandet, lehmunterlagert;RQ\eBB: s//l;Flacher Regosol über erodierter Braunerde aus Sand über tiefem Lehm (7-12 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;2,32167407
4454;003038;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,0668959
4455;003038;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,85567888
4456;002027;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,21608255
4457;002025;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,12094681
4458;002025;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,30320959
4218;004047;M2;LwS/l;Lienewitzer Sand-Braunerde, tief lehmunterlagert;BB: s///l;Braunerde aus Sand über sehr tiefem Lehm (12-20 dm);anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;3,17451637
4220;004047;M2;HaS;Hagelberger Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">lmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";ca 1,6...3m; ; ;2,71316953
4221;004045;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;9,68202603
3608;002021;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;6,70088624
3750;002023;K1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,51248006
3751;002023;K3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,82923051
3752;002023;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,56165451
4274;002027;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,13444951
4275;002027;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,00019905
4277;002027;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,63209277
4064;002024;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,00976472
4066;002025;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,54061249
4459;002025;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,53058526
4460;002027;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,00187716
4462;002027;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,12828406
4302;004041;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;47,89764499
4304;004044;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,25901989
4476;003033;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;2,51989283
4478;003033;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,83069979
4479;003033;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,44546493
4481;003033;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,11730444
4344;004047;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,11939096
3753;002023;K2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,16920447
3755;002023;M2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,28643518
3757;002023;M1;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,23374675
3845;002023;M3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,91910813
3848;002023;ÜK2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,14891321
4067;002025;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,38093892
4068;002025;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,23487921
4069;002025;Z3;-;nicht kartiert;-;-; ; ; ; ; ; ; ;4,10841092
4179;004044;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,07023744
4180;004041;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,17381108
4305;004047;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,06528956
4306;004047;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,09050617
4307;004047;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,02508347
4308;004047;nk;-;nicht kartiert;-;-; ; ; ; ; ; ; ;0,2910162
4086;002025;ÜR2;-;nicht kartiert;-;-; ; ; ; ; ; ; ;1,5501274
